business_id,ViolationTypeID,risk_category,description,business_name,business_address,business_city,business_state,inspection_id,inspection_date,inspection_type,mes,día,año,Aprobado,Observación,Clausurado
2869,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Holiday Inn ExpressHotel - Pantry Kitchen,550 North Point St,San Francisco,CA,2869_20171020,2017-10-20,Routine - Unscheduled,October,Friday,2017,False,True,False
25151,103154,Low Risk,Unclean or degraded floors walls or ceilings,Westin St Francis - Caruso,335 Powell St Lobby,San Francisco,CA,25151_20170308,2017-03-08,Routine - Unscheduled,March,Wednesday,2017,True,False,False
2620,103120,Moderate Risk,Moderate risk food holding temperature,Bambino's Ristorante,945 Cole St,San Francisco,CA,2620_20171214,2017-12-14,Routine - Unscheduled,December,Thursday,2017,False,True,False
1798,103142,Low Risk,Unclean nonfood contact surfaces,CHEVRON #1512,1000 HARRISON St,San Francisco,CA,1798_20190708,2019-07-08,Routine - Unscheduled,July,Monday,2019,True,False,False
5995,103129,Moderate Risk,Insufficient hot water or running water,On Low Wui Senior Center,"777 Stockton St, 1st  Floor",San Francisco,CA,5995_20171116,2017-11-16,Routine - Unscheduled,November,Thursday,2017,False,True,False
7210,103129,Moderate Risk,Insufficient hot water or running water,NOE VALLEY MARKET,200 NOE St,San Francisco,CA,7210_20171110,2017-11-10,Routine - Unscheduled,November,Friday,2017,False,True,False
741,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,MOZZARELLA DI BUFALA PIZZERIA II,069 WEST PORTAL Ave,San Francisco,CA,741_20180222,2018-02-22,Routine - Unscheduled,February,Thursday,2018,True,False,False
59016,103148,Low Risk,No thermometers or uncalibrated thermometers,Mission Martco,5098 MISSION St,San Francisco,CA,59016_20170106,2017-01-06,Routine - Unscheduled,January,Friday,2017,True,False,False
2106,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Original Perfect Hamburger,601 Geary St,San Francisco,CA,2106_20190607,2019-06-07,Routine - Unscheduled,June,Friday,2019,True,False,False
4842,103144,Low Risk,Unapproved or unmaintained equipment or utensils,GEORGE'S ZOO,2560 SLOAT Blvd,San Francisco,CA,4842_20170209,2017-02-09,Routine - Unscheduled,February,Thursday,2017,True,False,False
59691,103103,High Risk,High risk food holding temperature,Bouche,603 Bush St,San Francisco,CA,59691_20180425,2018-04-25,Routine - Unscheduled,April,Wednesday,2018,False,False,True
36213,103102,High Risk,Unclean hands or improper use of gloves,Sens Restaurant,4 Embarcadero Center  Promenade Level,San Francisco,CA,36213_20190311,2019-03-11,Routine - Unscheduled,March,Monday,2019,False,False,True
13753,103154,Low Risk,Unclean or degraded floors walls or ceilings,Taboun,203 Parnassus Ave,San Francisco,CA,13753_20190103,2019-01-03,Routine - Unscheduled,January,Thursday,2019,True,False,False
2934,103142,Low Risk,Unclean nonfood contact surfaces,Lou's Fish Shack,300 Jefferson St,San Francisco,CA,2934_20180323,2018-03-23,Routine - Unscheduled,March,Friday,2018,True,False,False
547,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,LITTLE HENRY'S,3600 BALBOA St,San Francisco,CA,547_20170224,2017-02-24,Routine - Unscheduled,February,Friday,2017,False,True,False
473,103143,Low Risk,Inadequate warewashing facilities or equipment,Caffe Greco,423 Columbus Ave,San Francisco,CA,473_20180409,2018-04-09,Routine - Unscheduled,April,Monday,2018,True,False,False
18357,103150,Low Risk,Improper or defective plumbing,BARRIO,1609 Powell St,San Francisco,CA,18357_20161229,2016-12-29,Routine - Unscheduled,December,Thursday,2016,True,False,False
3084,103132,Moderate Risk,Improper thawing methods,ITALIAN AMERICAN SOCIAL CLUB,25 RUSSIA Ave,San Francisco,CA,3084_20171030,2017-10-30,Routine - Unscheduled,October,Monday,2017,False,True,False
6913,103144,Low Risk,Unapproved or unmaintained equipment or utensils,XTRA OIL CORP,3750 03rd St,San Francisco,CA,6913_20161102,2016-11-02,Routine - Unscheduled,November,Wednesday,2016,True,False,False
10377,103144,Low Risk,Unapproved or unmaintained equipment or utensils,AT&T - FAB FRY BREAD (LOWER CENTER FIELD) [147480],24 WILLIE MAYS PLAZA,San Francisco,CA,10377_20190412,2019-04-12,Routine - Unscheduled,April,Friday,2019,True,False,False
58611,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,North Beach Pizza,1462 Grant Ave,San Francisco,CA,58611_20180124,2018-01-24,Routine - Unscheduled,January,Wednesday,2018,True,False,False
4706,103120,Moderate Risk,Moderate risk food holding temperature,SHERMAN MARKET,2606 FRANKLIN St,San Francisco,CA,4706_20171006,2017-10-06,Routine - Unscheduled,October,Friday,2017,False,True,False
86168,103154,Low Risk,Unclean or degraded floors walls or ceilings,I Cafe Chinatown,133 Waverly Pl,San Francisco,CA,86168_20190724,2019-07-24,Routine - Unscheduled,July,Wednesday,2019,True,False,False
429,103154,Low Risk,Unclean or degraded floors walls or ceilings,Calzone's,430 Columbus Ave,San Francisco,CA,429_20190911,2019-09-11,Routine - Unscheduled,September,Wednesday,2019,True,False,False
2578,103143,Low Risk,Inadequate warewashing facilities or equipment,Starbucks Coffee Co,1255 Battery St,San Francisco,CA,2578_20190523,2019-05-23,Routine - Unscheduled,May,Thursday,2019,True,False,False
3611,103145,Low Risk,Improper storage of equipment utensils or linens,ABSINTHE BRASSERIE & BAR,398 HAYES St,San Francisco,CA,3611_20180403,2018-04-03,Routine - Unscheduled,April,Tuesday,2018,True,False,False
64351,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Fatted Calf SF,320 Fell St,San Francisco,CA,64351_20170706,2017-07-06,Routine - Unscheduled,July,Thursday,2017,False,True,False
7527,103120,Moderate Risk,Moderate risk food holding temperature,DON CHUYS MEXI-MERCADO,544 EXCELSIOR Ave,San Francisco,CA,7527_20170510,2017-05-10,Routine - Unscheduled,May,Wednesday,2017,False,True,False
3936,103154,Low Risk,Unclean or degraded floors walls or ceilings,Boudin Bakery,"251 Geary St, Basement (Macy's)",San Francisco,CA,3936_20190604,2019-06-04,Routine - Unscheduled,June,Tuesday,2019,True,False,False
36618,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Chug Pub,1849 Lincoln Way,San Francisco,CA,36618_20171108,2017-11-08,Routine - Unscheduled,November,Wednesday,2017,False,True,False
5825,103139,Low Risk,Improper food storage,GUADALUPE ELEMENTARY SCHOOL,859 PRAGUE St,San Francisco,CA,5825_20190215,2019-02-15,Routine - Unscheduled,February,Friday,2019,True,False,False
1085,103103,High Risk,High risk food holding temperature,STARBUCKS COFFEE #9219,333 MARKET St,San Francisco,CA,1085_20161209,2016-12-09,Routine - Unscheduled,December,Friday,2016,False,False,True
19416,103154,Low Risk,Unclean or degraded floors walls or ceilings,Starbucks,865 Market St C26,San Francisco,CA,19416_20180718,2018-07-18,Routine - Unscheduled,July,Wednesday,2018,True,False,False
4465,103157,Low Risk,Food safety certificate or food handler card not available,Freddie's Sandwiches,300 Francisco St,San Francisco,CA,4465_20180212,2018-02-12,Routine - Unscheduled,February,Monday,2018,True,False,False
35464,103120,Moderate Risk,Moderate risk food holding temperature,Bernie's,3966 24th St,San Francisco,CA,35464_20180111,2018-01-11,Routine - Unscheduled,January,Thursday,2018,False,True,False
2840,103139,Low Risk,Improper food storage,THE OLYMPIC CLUB AT LAKESIDE,599 SKYLINE Blvd,San Francisco,CA,2840_20161229,2016-12-29,Routine - Unscheduled,December,Thursday,2016,True,False,False
2837,103103,High Risk,High risk food holding temperature,KITARO JAPANESE RESTAURANT,5723 GEARY Blvd,San Francisco,CA,2837_20180322,2018-03-22,Routine - Unscheduled,March,Thursday,2018,False,False,True
1466,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Whole Foods Steep Brew,1765 CALIFORNIA St,San Francisco,CA,1466_20190627,2019-06-27,Routine - Unscheduled,June,Thursday,2019,True,False,False
7610,103139,Low Risk,Improper food storage,UNIMART,1201 HOWARD St,San Francisco,CA,7610_20170111,2017-01-11,Routine - Unscheduled,January,Wednesday,2017,True,False,False
2053,103154,Low Risk,Unclean or degraded floors walls or ceilings,ZA,1919 Hyde St,San Francisco,CA,2053_20171214,2017-12-14,Routine - Unscheduled,December,Thursday,2017,True,False,False
5963,103130,Moderate Risk,Inadequate sewage or wastewater disposal,Mother Goose School,334 28th Ave,San Francisco,CA,5963_20170927,2017-09-27,Routine - Unscheduled,September,Wednesday,2017,False,True,False
64496,103109,High Risk,Unclean or unsanitary food contact surfaces,Hornblower Cruises & Events/SF Spirit,"Pier 3, The Embarcadero",San Francisco,CA,64496_20190319,2019-03-19,Routine - Unscheduled,March,Tuesday,2019,False,False,True
4650,103110,High Risk,Unapproved food source,BALBOA BI-RITE MARKET,2449 BALBOA St,San Francisco,CA,4650_20190402,2019-04-02,Routine - Unscheduled,April,Tuesday,2019,False,False,True
10131,103161,Low Risk,Low risk vermin infestation,Cybelle's Front Room,1385 09th Ave,San Francisco,CA,10131_20190313,2019-03-13,Routine - Unscheduled,March,Wednesday,2019,True,False,False
5271,103160,Low Risk,Inadequate HACCP plan record keeping,McCALL ASSOCIATES,2720 17th St,San Francisco,CA,5271_20170516,2017-05-16,Routine - Unscheduled,May,Tuesday,2017,True,False,False
24534,103144,Low Risk,Unapproved or unmaintained equipment or utensils,District,216 Townsend St,San Francisco,CA,24534_20180129,2018-01-29,Routine - Unscheduled,January,Monday,2018,True,False,False
101,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Cable Car Corner,1099 Powell St,San Francisco,CA,101_20180129,2018-01-29,Routine - Unscheduled,January,Monday,2018,False,True,False
2810,103133,Moderate Risk,Foods not protected from contamination,Starbucks Coffee,222 Mason St,San Francisco,CA,2810_20180308,2018-03-08,Routine - Unscheduled,March,Thursday,2018,False,True,False
61923,103148,Low Risk,No thermometers or uncalibrated thermometers,What's Up Dog! Folsom Street,699 Folsom St,San Francisco,CA,61923_20190718,2019-07-18,Routine - Unscheduled,July,Thursday,2019,True,False,False
18996,103145,Low Risk,Improper storage of equipment utensils or linens,Ritual Coffee Roasters,1026 Valencia St,San Francisco,CA,18996_20180824,2018-08-24,Routine - Unscheduled,August,Friday,2018,True,False,False
37654,103157,Low Risk,Food safety certificate or food handler card not available,Third Avenue Food Mart,4101 California St,San Francisco,CA,37654_20170511,2017-05-11,Routine - Unscheduled,May,Thursday,2017,True,False,False
5950,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,LICK-WILMERDING HIGH SCHOOL,755 OCEAN Ave,San Francisco,CA,5950_20171018,2017-10-18,Routine - Unscheduled,October,Wednesday,2017,False,True,False
37350,103145,Low Risk,Improper storage of equipment utensils or linens,Press Club,20 Yerba Buena Ln,San Francisco,CA,37350_20190412,2019-04-12,Routine - Unscheduled,April,Friday,2019,True,False,False
3478,103154,Low Risk,Unclean or degraded floors walls or ceilings,ROUND TABLE PIZZA,2660 SAN BRUNO Ave,San Francisco,CA,3478_20190325,2019-03-25,Routine - Unscheduled,March,Monday,2019,True,False,False
3439,103147,Low Risk,Inadequate ventilation or lighting,Wipe Out Bar & Grill,Pier 39,San Francisco,CA,3439_20180709,2018-07-09,Routine - Unscheduled,July,Monday,2018,True,False,False
3520,103143,Low Risk,Inadequate warewashing facilities or equipment,Bix,56 Gold St,San Francisco,CA,3520_20190426,2019-04-26,Routine - Unscheduled,April,Friday,2019,True,False,False
5815,103120,Moderate Risk,Moderate risk food holding temperature,ALVARADO ELEMENTARY SCHOOL,625  DOUGLASS St,San Francisco,CA,5815_20190228,2019-02-28,Routine - Unscheduled,February,Thursday,2019,False,True,False
62552,103133,Moderate Risk,Foods not protected from contamination,Hotel Nikko SF - Banquet Prep/Service Room,"222 Mason St, 3rd Floor",San Francisco,CA,62552_20190412,2019-04-12,Routine - Unscheduled,April,Friday,2019,False,True,False
1191,103161,Low Risk,Low risk vermin infestation,TEKKA JAPANESE RESTAURANT,0537 BALBOA St,San Francisco,CA,1191_20180710,2018-07-10,Routine - Unscheduled,July,Tuesday,2018,True,False,False
8750,103102,High Risk,Unclean hands or improper use of gloves,Kokoro Assisted Living,1881 Bush Street,San Francisco,CA,8750_20190917,2019-09-17,Routine - Unscheduled,September,Tuesday,2019,False,False,True
37234,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Thorough Bread & Pastry,248 CHURCH,San Francisco,CA,37234_20170720,2017-07-20,Routine - Unscheduled,July,Thursday,2017,False,True,False
1332,103131,Moderate Risk,Moderate risk vermin infestation,CHLOE'S,1399 CHURCH St,San Francisco,CA,1332_20171016,2017-10-16,Routine - Unscheduled,October,Monday,2017,False,True,False
5875,103131,Moderate Risk,Moderate risk vermin infestation,THURGOOD MARSHALL HIGH SCHOOL,45 CONKLING St,San Francisco,CA,5875_20180222,2018-02-22,Routine - Unscheduled,February,Thursday,2018,False,True,False
5634,103144,Low Risk,Unapproved or unmaintained equipment or utensils,AT&T - COMMISARY KITCHEN [145184],24 WILLIE MAYS PLAZA 1.24.06,San Francisco,CA,5634_20170919,2017-09-19,Routine - Unscheduled,September,Tuesday,2017,True,False,False
1880,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Pasquales,2640 Sloat Blvd,San Francisco,CA,1880_20180724,2018-07-24,Routine - Unscheduled,July,Tuesday,2018,True,False,False
840,103154,Low Risk,Unclean or degraded floors walls or ceilings,Molinari Delicatessen,373 Columbus Ave,San Francisco,CA,840_20170620,2017-06-20,Routine - Unscheduled,June,Tuesday,2017,True,False,False
29312,103154,Low Risk,Unclean or degraded floors walls or ceilings,Peet's Coffee & Tea,310 Broderick St,San Francisco,CA,29312_20190827,2019-08-27,Routine - Unscheduled,August,Tuesday,2019,True,False,False
98,103154,Low Risk,Unclean or degraded floors walls or ceilings,XOX Truffles,7 Columbus Ave,San Francisco,CA,98_20171003,2017-10-03,Routine - Unscheduled,October,Tuesday,2017,True,False,False
192,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,ARLEQUIN,384 B Hayes St,San Francisco,CA,192_20170626,2017-06-26,Routine - Unscheduled,June,Monday,2017,True,False,False
39482,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Ghirardelli Chocolate,24 Willie Mays Plaza,San Francisco,CA,39482_20180911,2018-09-11,Routine - Unscheduled,September,Tuesday,2018,False,True,False
9155,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,STARBUCKS,350 RHODE ISLAND,San Francisco,CA,9155_20161006,2016-10-06,Routine - Unscheduled,October,Thursday,2016,True,False,False
5071,103120,Moderate Risk,Moderate risk food holding temperature,CAFE-ROSSO,1600 HOLLOWAY Ave,San Francisco,CA,5071_20170210,2017-02-10,Routine - Unscheduled,February,Friday,2017,False,True,False
3248,103150,Low Risk,Improper or defective plumbing,ST. ANNE'S HOME,300 LAKE St,San Francisco,CA,3248_20180725,2018-07-25,Routine - Unscheduled,July,Wednesday,2018,True,False,False
14743,103129,Moderate Risk,Insufficient hot water or running water,Polly Ann Ice Cream,3138 Noriega St.,San Francisco,CA,14743_20190920,2019-09-20,Routine - Unscheduled,September,Friday,2019,False,True,False
39295,103154,Low Risk,Unclean or degraded floors walls or ceilings,Warfield Theatre/F & B Associates,982 Market St,San Francisco,CA,39295_20180207,2018-02-07,Routine - Unscheduled,February,Wednesday,2018,True,False,False
2483,103120,Moderate Risk,Moderate risk food holding temperature,CAFE UNION,1830 UNION St,San Francisco,CA,2483_20180110,2018-01-10,Routine - Unscheduled,January,Wednesday,2018,False,True,False
34728,103154,Low Risk,Unclean or degraded floors walls or ceilings,Pete's Tavern,128 KING STREET,San Francisco,CA,34728_20190404,2019-04-04,Routine - Unscheduled,April,Thursday,2019,True,False,False
2596,103147,Low Risk,Inadequate ventilation or lighting,LA VIE VIETNAMESE REST,5830 GEARY Blvd,San Francisco,CA,2596_20170913,2017-09-13,Routine - Unscheduled,September,Wednesday,2017,True,False,False
2002,103144,Low Risk,Unapproved or unmaintained equipment or utensils,PANDA EXPRESS,3251 20th Ave 250H,San Francisco,CA,2002_20171227,2017-12-27,Routine - Unscheduled,December,Wednesday,2017,True,False,False
994,103144,Low Risk,Unapproved or unmaintained equipment or utensils,RAILROAD EXPRESSO CAFE,705 Monterey Blvd,San Francisco,CA,994_20190111,2019-01-11,Routine - Unscheduled,January,Friday,2019,True,False,False
4621,103154,Low Risk,Unclean or degraded floors walls or ceilings,Louie's Dim Sum,1242 Stockton St,San Francisco,CA,4621_20170628,2017-06-28,Routine - Unscheduled,June,Wednesday,2017,True,False,False
38788,103120,Moderate Risk,Moderate risk food holding temperature,Pizzeria Delfina,2406 CALIFORNIA St,San Francisco,CA,38788_20180907,2018-09-07,Routine - Unscheduled,September,Friday,2018,False,True,False
4400,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,BOTTOM OF THE HILL,1233 17th St,San Francisco,CA,4400_20180711,2018-07-11,Routine - Unscheduled,July,Wednesday,2018,False,True,False
4754,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,New Russian Hill Market,1198 Pacific Ave,San Francisco,CA,4754_20170816,2017-08-16,Routine - Unscheduled,August,Wednesday,2017,False,True,False
11304,103120,Moderate Risk,Moderate risk food holding temperature,HIDIVE,PIER 28 1/2,San Francisco,CA,11304_20190709,2019-07-09,Routine - Unscheduled,July,Tuesday,2019,False,True,False
1815,103102,High Risk,Unclean hands or improper use of gloves,Banquet Kitchen,55 4th St,San Francisco,CA,1815_20171107,2017-11-07,Non-inspection site visit,November,Tuesday,2017,False,False,True
5865,103161,Low Risk,Low risk vermin infestation,TAYLOR ELEMENTARY SCHOOL,423 BURROWS St,San Francisco,CA,5865_20180201,2018-02-01,Routine - Unscheduled,February,Thursday,2018,True,False,False
35812,103139,Low Risk,Improper food storage,Umi,1328 18th St,San Francisco,CA,35812_20180530,2018-05-30,Routine - Unscheduled,May,Wednesday,2018,True,False,False
5897,103138,Low Risk,Improper storage use or identification of toxic substances,BRET HARTE CHILDREN'S CENTER,950 HOLLISTER Ave,San Francisco,CA,5897_20190226,2019-02-26,Routine - Unscheduled,February,Tuesday,2019,True,False,False
7598,103152,Low Risk,Unclean unmaintained or improperly constructed toilet facilities,BEVERAGES & MORE,201 BAYSHORE Blvd,San Francisco,CA,7598_20181029,2018-10-29,Routine - Unscheduled,October,Monday,2018,True,False,False
60445,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Castro Coffee Company,0427 CASTRO St,San Francisco,CA,60445_20171010,2017-10-10,Routine - Unscheduled,October,Tuesday,2017,True,False,False
5104,103144,Low Risk,Unapproved or unmaintained equipment or utensils,In-N-Out Burger,333 Jefferson St,San Francisco,CA,5104_20171010,2017-10-10,Routine - Unscheduled,October,Tuesday,2017,True,False,False
83804,103121,Moderate Risk,Inadequate procedures or records for time as a public health control,Wise Sons Delicatessen,1520 Fillmore St,San Francisco,CA,83804_20161128,2016-11-28,Reinspection/Followup,November,Monday,2016,False,True,False
6010,103157,Low Risk,Food safety certificate or food handler card not available,On Lok Senior Day Health Service,1441 Powell St,San Francisco,CA,6010_20171115,2017-11-15,Routine - Unscheduled,November,Wednesday,2017,True,False,False
4828,103154,Low Risk,Unclean or degraded floors walls or ceilings,SAY CHEESE,856 COLE St,San Francisco,CA,4828_20171212,2017-12-12,Routine - Unscheduled,December,Tuesday,2017,True,False,False
60254,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Delise,327 Bay St,San Francisco,CA,60254_20190626,2019-06-26,Routine - Unscheduled,June,Wednesday,2019,True,False,False
3962,103120,Moderate Risk,Moderate risk food holding temperature,CROSSROADS CAFE,699 DELANCEY St,San Francisco,CA,3962_20181016,2018-10-16,Routine - Unscheduled,October,Tuesday,2018,False,True,False
10235,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Nijiya Market,1737 Post St 333,San Francisco,CA,10235_20180417,2018-04-17,Routine - Unscheduled,April,Tuesday,2018,True,False,False
62010,103157,Low Risk,Food safety certificate or food handler card not available,Chile Lindo,2944 16th St,San Francisco,CA,62010_20180319,2018-03-19,Routine - Unscheduled,March,Monday,2018,True,False,False
5883,103133,Moderate Risk,Foods not protected from contamination,Jean Parker Elementary School,840 Broadway St,San Francisco,CA,5883_20170315,2017-03-15,Routine - Unscheduled,March,Wednesday,2017,False,True,False
1194,103144,Low Risk,Unapproved or unmaintained equipment or utensils,SWEET THINGS,3585 CALIFORNIA St,San Francisco,CA,1194_20161017,2016-10-17,Routine - Unscheduled,October,Monday,2016,True,False,False
3649,103120,Moderate Risk,Moderate risk food holding temperature,SAFEWAY #1490,2300 16th St,San Francisco,CA,3649_20171206,2017-12-06,Routine - Unscheduled,December,Wednesday,2017,False,True,False
34710,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Dolce Gelato,916 Sutter St,San Francisco,CA,34710_20161121,2016-11-21,Routine - Unscheduled,November,Monday,2016,False,True,False
4434,103120,Moderate Risk,Moderate risk food holding temperature,NOE VALLEY BAKERY & BREAD CO.,4073 24th St,San Francisco,CA,4434_20171108,2017-11-08,Routine - Unscheduled,November,Wednesday,2017,False,True,False
33709,103145,Low Risk,Improper storage of equipment utensils or linens,Phil'z Coffee,201 Berry St,San Francisco,CA,33709_20161220,2016-12-20,Routine - Unscheduled,December,Tuesday,2016,True,False,False
3595,103142,Low Risk,Unclean nonfood contact surfaces,SAFEWAY #785,850 La Playa St,San Francisco,CA,3595_20180309,2018-03-09,Routine - Unscheduled,March,Friday,2018,True,False,False
5010,103109,High Risk,Unclean or unsanitary food contact surfaces,LATTE EXPRESS,48 05th St,San Francisco,CA,5010_20170823,2017-08-23,Routine - Unscheduled,August,Wednesday,2017,False,False,True
5902,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Galileo High School,1150 Francisco St,San Francisco,CA,5902_20190227,2019-02-27,Routine - Unscheduled,February,Wednesday,2019,False,True,False
1764,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,FLORIO,1915 FILLMORE St,San Francisco,CA,1764_20190304,2019-03-04,Routine - Unscheduled,March,Monday,2019,True,False,False
5997,103157,Low Risk,Food safety certificate or food handler card not available,STONESTOWN FAMILY YMCA (SR. ANNEX),3150 20th Ave,San Francisco,CA,5997_20190417,2019-04-17,Routine - Unscheduled,April,Wednesday,2019,True,False,False
19060,103131,Moderate Risk,Moderate risk vermin infestation,Moscone Convention Center - Stand #2,747 HOWARD St,San Francisco,CA,19060_20170301,2017-03-01,Routine - Unscheduled,March,Wednesday,2017,False,True,False
38306,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Napoli Market,1756 Stockton St,San Francisco,CA,38306_20170213,2017-02-13,Routine - Unscheduled,February,Monday,2017,False,True,False
5829,103120,Moderate Risk,Moderate risk food holding temperature,LAFAYETTE ELEMENTARY SCHOOL,4545 ANZA St,San Francisco,CA,5829_20190522,2019-05-22,Routine - Unscheduled,May,Wednesday,2019,False,True,False
4944,103144,Low Risk,Unapproved or unmaintained equipment or utensils,FRENCH BAKERY,1101 TARAVAL St,San Francisco,CA,4944_20171018,2017-10-18,Routine - Unscheduled,October,Wednesday,2017,True,False,False
5254,103120,Moderate Risk,Moderate risk food holding temperature,BETTY ZLATCHIN CATERING,1177 INDIANA St,San Francisco,CA,5254_20180131,2018-01-31,Routine - Unscheduled,January,Wednesday,2018,False,True,False
59179,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Oasis Cafe,901 Divisadero St,San Francisco,CA,59179_20180403,2018-04-03,Routine - Unscheduled,April,Tuesday,2018,True,False,False
5973,103150,Low Risk,Improper or defective plumbing,DAVIES MEDICAL CENTER,045 CASTRO St,San Francisco,CA,5973_20171205,2017-12-05,Routine - Unscheduled,December,Tuesday,2017,True,False,False
17647,103161,Low Risk,Low risk vermin infestation,Enjoy Vegetarian Restaurant,754 KIRKHAM St,San Francisco,CA,17647_20180330,2018-03-30,Routine - Unscheduled,March,Friday,2018,True,False,False
4478,103156,Low Risk,Permit license or inspection report not posted,AFC Sushi @ Safeway #1490,2300 16th St,San Francisco,CA,4478_20181213,2018-12-13,Routine - Unscheduled,December,Thursday,2018,True,False,False
38197,103120,Moderate Risk,Moderate risk food holding temperature,Specialty's Cafe & Bakery,1 Post St Street Level,San Francisco,CA,38197_20171127,2017-11-27,Routine - Unscheduled,November,Monday,2017,False,True,False
236,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Gelato Classico Italian Ice,576 Union St,San Francisco,CA,236_20190711,2019-07-11,Routine - Unscheduled,July,Thursday,2019,False,True,False
25404,103139,Low Risk,Improper food storage,Cafe Colombini Ristorante Bistro,835 B Hyde St,San Francisco,CA,25404_20180618,2018-06-18,Routine - Unscheduled,June,Monday,2018,True,False,False
2920,103139,Low Risk,Improper food storage,Academy of Arts Univ- I House Cafe,860 Sutter St,San Francisco,CA,2920_20190717,2019-07-17,Routine - Unscheduled,July,Wednesday,2019,True,False,False
37986,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,"Wing On Poultry, Inc",1114 Grant Ave,San Francisco,CA,37986_20170516,2017-05-16,Routine - Unscheduled,May,Tuesday,2017,False,True,False
81135,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Lale,731 Irving St,San Francisco,CA,81135_20190404,2019-04-04,Routine - Unscheduled,April,Thursday,2019,False,True,False
5463,103112,High Risk,No hot water or running water,AT&T - (CART 45) SNOW CONES view [145132],24 WILLIE MAYS PLAZA,San Francisco,CA,5463_20170424,2017-04-24,Routine - Unscheduled,April,Monday,2017,False,False,True
18826,103103,High Risk,High risk food holding temperature,Fresca Restaurant,2114 FILLMORE St,San Francisco,CA,18826_20171129,2017-11-29,Routine - Unscheduled,November,Wednesday,2017,False,False,True
81167,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Kan Ramen,229 Columbus Ave,San Francisco,CA,81167_20170428,2017-04-28,Reinspection/Followup,April,Friday,2017,True,False,False
61612,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,The American Grilled Cheese,1 South Park  Suite 103A,San Francisco,CA,61612_20180614,2018-06-14,Routine - Unscheduled,June,Thursday,2018,False,True,False
4057,103103,High Risk,High risk food holding temperature,BIN 55,55 04th St,San Francisco,CA,4057_20171107,2017-11-07,Routine - Unscheduled,November,Tuesday,2017,False,False,True
74010,103120,Moderate Risk,Moderate risk food holding temperature,Miraloma Market,755 Portola Dr,San Francisco,CA,74010_20180720,2018-07-20,Routine - Unscheduled,July,Friday,2018,False,True,False
61109,103151,Low Risk,Inadequate or unsanitary refuse containers or area or no garbage service,East Park Kiosk,Pier 39,San Francisco,CA,61109_20171002,2017-10-02,Routine - Unscheduled,October,Monday,2017,True,False,False
54,103120,Moderate Risk,Moderate risk food holding temperature,RHODA GOLDMAN PLAZA,2180 POST St,San Francisco,CA,54_20170215,2017-02-15,Routine - Unscheduled,February,Wednesday,2017,False,True,False
14688,103148,Low Risk,No thermometers or uncalibrated thermometers,Eagle Cafe,111 Pine St,San Francisco,CA,14688_20171130,2017-11-30,Routine - Unscheduled,November,Thursday,2017,True,False,False
36513,103102,High Risk,Unclean hands or improper use of gloves,Waterbar,399 Embarcadero,San Francisco,CA,36513_20190812,2019-08-12,Complaint,August,Monday,2019,False,False,True
5312,103157,Low Risk,Food safety certificate or food handler card not available,The Waterfront,Pier 9,San Francisco,CA,5312_20190304,2019-03-04,Routine - Unscheduled,March,Monday,2019,True,False,False
300,103143,Low Risk,Inadequate warewashing facilities or equipment,SUBWAY,2001 VAN NESS Ave,San Francisco,CA,300_20171208,2017-12-08,Routine - Unscheduled,December,Friday,2017,True,False,False
3053,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Harris' Restaurant,2100 Van Ness Ave,San Francisco,CA,3053_20180308,2018-03-08,Routine - Unscheduled,March,Thursday,2018,False,True,False
